Work Group,Location Name,Completed Date,Street Segment IDs
LONG LINE,10700 LAKE CREEK PKWY / 10500 SCHOOL HOUSE LN,2/21/2020 13:48, N LAKE CREEK DR (2002024)
LONG LINE, CONVICT HILL RD /  KANDY DR,2/24/2020 12:25, KANDY DR (2024782)
LONG LINE, RIDGE OAK RD /  W WILLIAM CANNON DR,2/25/2020 6:38," W WILLIAM CANNON DR (2024343)
 RIDGE OAK RD (2026094)"
LONG LINE,  SPEEDWAY from   W 44TH ST  to   <br />W 45TH ST ,2/25/2020 15:27, SPEEDWAY (2016138)
LONG LINE,  W 43RD ST from   SPEEDWAY  to   <br />GUADALUPE ST ,2/25/2020 15:30," W 43RD ST (2016158)
 W 43RD ST (2016125)
 W 43RD ST (2016193)
 W 43RD ST (2016217)"
LONG LINE,1100 BENTWOOD RD /  E 51ST ST,2/26/2020 8:40,
LONG LINE,2200 CHESTNUT AVE /  E 21ST ST,2/27/2020 6:35, CHESTNUT AVE (2017768)
LONG LINE,"4000 W WILLIAM CANNON DR, AUSTIN, TX 78749",2/27/2020 6:44, W WILLIAM CANNON DR (3188748)
LONG LINE, N LAMAR BLVD /  W 6TH ST,2/27/2020 14:42," W 6TH ST (2047061)
 N LAMAR BLVD (2019762)"
LONG LINE,3600 ROYAL APPROACH DR / 3000 BUNNY RUN,3/2/2020 10:37, ROYAL APPROACH DR (2040327)
LONG LINE,"GUADALUPE ST & W 5TH ST, AUSTIN, TX",3/3/2020 11:12,
LONG LINE,  BERKMAN DR from   E 51ST ST  to   <br />E US 290 HWY EB ,3/3/2020 14:52," BERKMAN DR (2016330)
 BERKMAN DR (2015949)
 BERKMAN DR (2015747)
 BERKMAN DR (2015463)
 BERKMAN DR (2015646)
 BERKMAN DR (2015830)
 BERKMAN DR (2016181)"
LONG LINE, E 5TH ST /  BRAZOS ST,3/3/2020 15:09," BRAZOS ST (2018824)
 E 5TH ST (2018849)"
LONG LINE,4700<br />SUNSHINE DR ,3/5/2020 14:53," SUNSHINE DR (2033006)
 SUNSHINE DR (3189337)"
LONG LINE,  WEST LYNN ST from   WINDSOR RD  to   <br />W 5TH ST ,3/5/2020 14:57," WEST LYNN ST (2020825)
 WEST LYNN ST (2020736)
 WEST LYNN ST (2020943)
 WEST LYNN ST (2020774)
 WEST LYNN ST (2020721)
 WEST LYNN ST (2020806)
 WEST LYNN ST (2020883)
 WEST LYNN ST (2020979)
 WEST LYNN ST (2020713)
 WEST LYNN ST (2020788)
 WEST LYNN ST (2020668)
 WEST LYNN ST (2020600)
 WEST LYNN ST (2020849)
 WEST LYNN ST (2020691)
 WEST LYNN ST (2020799)
 WEST LYNN ST (2020864)"
LONG LINE, WALLER ST /  E 4TH ST,3/6/2020 13:40, WALLER ST (2041210)
LONG LINE,807 W RIVERSIDE DR /  S LAMAR BLVD,3/6/2020 13:44, W RIVERSIDE DR (2021139)
LONG LINE,  RIO GRANDE ST from   W 21ST ST  to   <br />W 22ND ST ,3/11/2020 2:27, RIO GRANDE ST (2017618)
LONG LINE, W 11TH ST /  GUADALUPE ST,3/12/2020 2:29, W 11TH ST (2019735)
LONG LINE,"SAN ANTONIO ST & W 6TH ST, AUSTIN, TX",3/12/2020 7:34,
LONG LINE,"507 SAN JACINTO BLVD, AUSTIN, TX",3/17/2020 10:00, SAN JACINTO BLVD (2018848)
LONG LINE, SAN JACINTO BLVD /  E 6TH ST,3/17/2020 10:02, SAN JACINTO BLVD (2018848)
LONG LINE, E WELLS BRANCH PKWY /  S HEATHERWILDE BLVD,3/18/2020 10:05, E WELLS BRANCH PKWY (5425629)
LONG LINE,"SPEEDWAY & E 45TH ST, AUSTIN, TX",3/20/2020 7:32,
LONG LINE,"2103 CHESTNUT AVE, AUSTIN, TX 78722",3/20/2020 7:42,
LONG LINE,"6507 LOYOLA LN, AUSTIN, TX 78724",3/23/2020 9:05,
LONG LINE,"8206 LOYOLA LN, AUSTIN, TX 78724",3/23/2020 9:07,
LONG LINE,"10401 BRADSHAW RD, AUSTIN, TX 78747",3/23/2020 9:50,
LONG LINE,"W CESAR CHAVEZ ST & SAN ANTONIO ST, AUSTIN, TX",3/23/2020 9:59,
LONG LINE,  CREST AVE from   RIDGEWAY DR  to   <br />OAK GROVE AVE ,4/1/2020 19:19, CREST AVE (2018311)
LONG LINE,  DEL CURTO RD from   BLUEBONNET LN  to   <br />VILLAGE OAK CT ,4/1/2020 19:26, DEL CURTO RD (2023826)
LONG LINE,  BUFFALO PASS from   SOUTHERN OAKS DR  to   <br />W STASSNEY LN ,4/1/2020 19:53," BUFFALO PASS (2041663)
 BUFFALO PASS (2024432)
 BUFFALO PASS (2024447)"
LONG LINE,  CHESTNUT AVE from   E 16TH ST  to   <br />E MARTIN LUTHER KING JR BLVD ,4/1/2020 20:14," CHESTNUT AVE (2017914)
 CHESTNUT AVE (2018054)
 E MARTIN LUTHER KING JR BLVD (2017982)"
LONG LINE,  BLUEBONNET LN from   S LAMAR BLVD  to   <br />DEL CURTO RD ,4/2/2020 17:39, BLUEBONNET LN (2023786)
LONG LINE,  CHICON ST from   E 20TH ST  to   <br />E 22ND ST ,4/2/2020 17:43," CHICON ST (2017815)
 CHICON ST (2017678)
 CHICON ST (2017883)
 CHICON ST (2017743)"
LONG LINE,"1810 CHESTNUT AVE, AUSTIN, TX 78702",4/7/2020 14:39,
LONG LINE,"2211 E MARTIN LUTHER KING JR BLVD, AUSTIN, TX 78702",4/7/2020 14:43,
LONG LINE, W HOWARD LN /  S HEATHERWILDE BLVD,4/7/2020 14:50," S HEATHERWILDE BLVD (5676727)
 S HEATHERWILDE BLVD (3389626)
 S HEATHERWILDE BLVD (5316051)
 S HEATHERWILDE BLVD (5676245)
 S HEATHERWILDE BLVD (3389625)
 S HEATHERWILDE BLVD (5676729)
 S HEATHERWILDE BLVD (3426973)
 S HEATHERWILDE BLVD (3388583)
 S HEATHERWILDE BLVD (3426994)
 S HEATHERWILDE BLVD (3426991)
 S HEATHERWILDE BLVD (5470322)
 S HEATHERWILDE BLVD (5316023)
 S HEATHERWILDE BLVD (5676210)"
LONG LINE,"E MARTIN LUTHER KING JR BLVD & CHESTNUT AVE, AUSTIN, TX",4/13/2020 7:24,
LONG LINE,  LATTA DR from   NAIRN DR  to   <br />DAVIS LN ,4/13/2020 13:52," LATTA DR (2024750)
 LATTA DR (2026416)
 LATTA DR (2024840)
 LATTA DR (2041834)
 LATTA DR (2025055)
 LATTA DR (2024910)
 LATTA DR (2024973)"
LONG LINE, E 45TH ST /  DUVAL ST,4/20/2020 10:22," DUVAL ST (3321906)
 DUVAL ST (2016164)
 E 45TH ST (2016185)
 E 45TH ST (2016191)"
LONG LINE, N FM 620 RD /  ZIMMERMAN LN,4/20/2020 12:02," ZIMMERMAN LN (2039331)
 ZIMMERMAN LN (5312234)"
LONG LINE,  RED BLUFF RD from   E CESAR CHAVEZ ST  to   <br />SHADY LN ,4/20/2020 14:43, RED BLUFF RD (2042952)
LONG LINE,8901<br />MARSH DR ,4/23/2020 19:15," GUIDEPOST TRL (2026039)
 LEO ST (2026167)"
LONG LINE,"BERKELEY AVE & WEST GATE BLVD, AUSTIN, TX",4/24/2020 9:52, BERKELEY AVE (2026211)
LONG LINE, W WILLIAM CANNON DR /  BRODIE LN,4/24/2020 9:58,
LONG LINE,1824 W SLAUGHTER LN /  MENCHACA RD,4/24/2020 11:32," MENCHACA RD (2042129)
 W SLAUGHTER LN (2027803)
 MENCHACA RD (3194788)
 W SLAUGHTER LN (2043073)"
LONG LINE,"4400 SPEEDWAY, AUSTIN, TX 78751",4/24/2020 11:44,
LONG LINE,"CHESTNUT AVE & E 20TH ST, AUSTIN, TX",5/1/2020 10:28,
LONG LINE,"4609 SUNSHINE DR, AUSTIN, TX 78756",5/1/2020 11:00,
LONG LINE,"4205 DUVAL ST, AUSTIN, TX 78751",5/1/2020 11:38, DUVAL ST (2016390)
LONG LINE,"LOYOLA LN & DECKER LN, AUSTIN, TX",5/1/2020 11:42,
LONG LINE,"3000 SPEEDWAY, AUSTIN, TX 78705",5/1/2020 12:18, SPEEDWAY (2016930)
LONG LINE,  JONATHAN DR from   E HIGHLAND MALL BLVD  to   <br />E HUNTLAND DR ,5/1/2020 13:55, JONATHAN DR (2012069)
LONG LINE,  E CESAR CHAVEZ ST from   TRINITY ST  to   <br />BRAZOS ST ,5/1/2020 14:29,
LONG LINE,  E RIVERSIDE DR from   E BEN WHITE BLVD EB  to   <br />S US 183 HWY SB ,5/1/2020 15:50," E RIVERSIDE DR (2023123)
 E RIVERSIDE DR (2023110)
 E RIVERSIDE DR (2023124)
 E RIVERSIDE DR (2023109)
 E RIVERSIDE DR (2023111)"
LONG LINE, BRODIE LN /  SILK OAK DR,5/4/2020 11:22,
LONG LINE,"BRODIE LN & CONVICT HILL RD, AUSTIN, TX",5/4/2020 11:48,
LONG LINE, DEATONHILL DR /  W WILLIAM CANNON DR,5/4/2020 14:00, DEATONHILL DR (2024890)
LONG LINE, BILL HUGHES RD /  THELMA DR,5/4/2020 15:08," BILL HUGHES RD (2026491)
 THELMA DR (2025541)
 THELMA DR (2025549)
 BILL HUGHES RD (2025567)"
LONG LINE,605 RADAM LN /  S 1ST ST,5/5/2020 16:15,
LONG LINE,"E WILLIAM CANNON DR & S IH 35 SVRD NB, AUSTIN, TX",5/6/2020 12:53,
LONG LINE,"2909 GUADALUPE ST, AUSTIN, TX 78705",5/6/2020 14:14, GUADALUPE ST (2016979)
LONG LINE,"2900 GUADALUPE ST, AUSTIN, TX 78705",5/6/2020 14:21," GUADALUPE ST (2016979)
 GUADALUPE ST (2016924)"
LONG LINE,"400 W 21ST ST, AUSTIN, TX 78705",5/6/2020 15:04, W 21ST ST (2017637)
LONG LINE,"N LAMAR BLVD & SUNSHINE DR, AUSTIN, TX",5/7/2020 8:02,
LONG LINE,"DESSAU RD & E HOWARD LN, AUSTIN, TX",5/7/2020 8:06,
LONG LINE,2000 W SLAUGHTER LN /  MENCHACA RD,5/8/2020 9:39, MENCHACA RD (2042129)
LONG LINE,"MENCHACA RD & W SLAUGHTER LN, AUSTIN, TX",5/8/2020 9:42,
LONG LINE,"BURLESON RD & METROPOLIS DR, AUSTIN, TX",5/8/2020 9:47,
LONG LINE,  RADAM LN from   JAMES CASEY ST  to   <br />S 1ST ST ,5/8/2020 11:07, RADAM LN (2024315)
LONG LINE,"901 E CESAR CHAVEZ ST, AUSTIN, TX 78702",5/8/2020 11:27,
LONG LINE,  W CESAR CHAVEZ ST from   SAN ANTONIO ST  to   <br />S WEST DR ,5/8/2020 14:47," W CESAR CHAVEZ ST (5002532)
 W CESAR CHAVEZ ST (3426115)"
LONG LINE,<br />WESTOVER RD ,5/11/2020 14:32," NORTHWOOD RD (2021529)
 NORTHWOOD RD (2021823)
 WESTOVER RD (2021530)
 WESTOVER RD (2040783)"
LONG LINE, MC NEIL DR /  N US 183 HWY NB,5/11/2020 14:39, MC NEIL DR (2007658)
LONG LINE,3216<br />W BRAKER LN ,5/11/2020 14:43, W BRAKER LN (3255921)
LONG LINE,10700 N LAMAR BLVD / 700 W GRADY DR,5/13/2020 14:58," N LAMAR BLVD (2010308)
 N LAMAR BLVD (2010327)"
LONG LINE,"COPANO DR & LATTA DR, AUSTIN, TX",5/18/2020 11:17,
LONG LINE,  BEAUFORD DR from   RUSTY FIG DR  to   <br />JESTER BLVD ,5/18/2020 12:56," BEAUFORD DR (2012815)
 BEAUFORD DR (2012843)
 BEAUFORD DR (2012831)
 BEAUFORD DR (2012821)"
LONG LINE, TRAILRIDGE DR /  HIGHLAND HILLS DR,5/18/2020 13:01," HIGHLAND HILLS DR (2013451)
 HIGHLAND HILLS DR (2013433)
 TRAILRIDGE DR (2013432)"
LONG LINE,"837 E ST JOHNS AVE, AUSTIN, TX 78752",5/18/2020 14:09,
LONG LINE,"E ST JOHNS AVE & N IH 35 SVRD NB, AUSTIN, TX",5/18/2020 14:11,
LONG LINE,"W CESAR CHAVEZ ST & WEST AVE, AUSTIN, TX",5/18/2020 14:14,
LONG LINE,"3801 BERKMAN DR, AUSTIN, TX 78723",5/18/2020 14:30, BERKMAN DR (5398818)
LONG LINE, E RUNDBERG LN /  DESSAU RD,5/20/2020 7:18, CAMERON RD (3267715)
LONG LINE,100  SAN ANTONIO ST from   W CESAR CHAVEZ ST  to   <br />W 2ND ST ,5/27/2020 14:59," SAN ANTONIO ST (2018994)
 SAN ANTONIO ST (2018922)"
LONG LINE,1200  ROMERIA DR from 6200  WOODROW AVE  to 6200  <br />N LAMAR BLVD ,6/1/2020 14:41," ROMERIA DR (2011880)
 ROMERIA DR (2011939)
 WOODROW AVE (2011879)
 WOODROW AVE (2011919)
 ROMERIA DR (2040377)"
LONG LINE, HILLVIEW RD /  GREENLEE DR,6/2/2020 11:57," HILLVIEW RD (2020164)
 GREENLEE DR (2020152)
 HILLVIEW RD (2020153)
 GREENLEE DR (2040780)"
LONG LINE, CHESTNUT AVE /  E 21ST ST,6/5/2020 8:40, CHESTNUT AVE (2017768)
LONG LINE,9100<br />JOLLYVILLE RD ,6/8/2020 6:54, JOLLYVILLE RD (2039597)
LONG LINE,"JOLLYVILLE RD & N CAPITAL OF TEXAS HWY NB, AUSTIN, TX",6/8/2020 6:56,
LONG LINE,  DUVAL ST from   SAN JACINTO BLVD  to   <br />E 45TH ST ,6/8/2020 7:07," DUVAL ST (2016390)
 DUVAL ST (2019922)
 DUVAL ST (2016906)
 DUVAL ST (2016815)
 DUVAL ST (2016837)
 DUVAL ST (2016541)
 DUVAL ST (2016478)
 DUVAL ST (3321906)
 DUVAL ST (2016975)
 DUVAL ST (2016422)
 DUVAL ST (2016623)
 DUVAL ST (2019920)
 DUVAL ST (2016716)
 DUVAL ST (2019921)
 DUVAL ST (2017009)
 DUVAL ST (2016875)
 DUVAL ST (2016551)
 DUVAL ST (2016366)
 DUVAL ST (2017107)
 DUVAL ST (2016667)
 DUVAL ST (2016785)
 DUVAL ST (2016769)
 DUVAL ST (2016605)
 DUVAL ST (2017063)
 DUVAL ST (2017013)"
LONG LINE, CAT MOUNTAIN DR /  LEDGE MOUNTAIN DR,6/8/2020 10:05," LEDGE MOUNTAIN DR (2013200)
 LEDGE MOUNTAIN DR (2013194)"
LONG LINE, COPPERFIELD DR /  E YAGER LN,6/8/2020 10:08,-2009740
LONG LINE,"1301 SHOAL CREEK BLVD, AUSTIN, TX 78701",6/8/2020 10:14,
LONG LINE,"W 45TH ST & BULL CREEK RD, AUSTIN, TX",6/8/2020 11:55,
LONG LINE,"4325 BULL CREEK RD, AUSTIN, TX 78731",6/8/2020 11:59,
LONG LINE,"W 24TH ST & WINDSOR RD, AUSTIN, TX",6/8/2020 12:18,
LONG LINE,"W 45TH ST & BURNET RD, AUSTIN, TX",6/8/2020 14:52," W 45TH ST (2015570)
 W 45TH ST (2015602)"
LONG LINE,"5906 CAPE CORAL DR, AUSTIN, TX 78746",6/9/2020 9:39, CAPE CORAL DR (2020860)
LONG LINE,"80 RED RIVER ST, AUSTIN, TX 78701",6/9/2020 10:07,
LONG LINE,"1114 W 5TH ST, AUSTIN, TX 78703",6/9/2020 10:15, W 5TH ST (2021063)
LONG LINE, CLAWSON RD /  LIGHTSEY RD,6/10/2020 14:42," CLAWSON RD (2023938)
 LIGHTSEY RD (2023899)
 CLAWSON RD (2023898)
 LIGHTSEY RD (2023908)"
LONG LINE,"2907 ASHDALE DR, AUSTIN, TX 78757",6/11/2020 14:09, ASHDALE DR (2010948)
LONG LINE, COLLINFIELD DR /  W RUNDBERG LN,6/15/2020 8:56," MEARNS MEADOW BLVD (2010651)
 COLLINFIELD DR (2010700)"
LONG LINE,  E WILLIAM CANNON DR from   RUNNING WATER DR  to   <br />DIXIE DR ,6/26/2020 13:28," E WILLIAM CANNON DR (2027554)
 E WILLIAM CANNON DR (2048583)
 E WILLIAM CANNON DR (2048585)
 E WILLIAM CANNON DR (2027687)"
LONG LINE,5700  SHOAL CREEK BLVD from   SHOALMONT DR  to   <br />N US 183 HWY SB ,6/29/2020 15:26, SHOAL CREEK BLVD (2040311)
LONG LINE,  SHOAL CREEK BLVD from   W 38TH ST  to   <br />SHOALMONT DR ,6/30/2020 7:13," SHOAL CREEK BLVD (2040580)
 SHOAL CREEK BLVD (2015881)
 SHOAL CREEK BLVD (2015960)
 SHOAL CREEK BLVD (2019871)"
LONG LINE,"5413 GUADALUPE ST, AUSTIN, TX 78751",7/1/2020 13:47," W GUADALUPE ST (2046169)
 GUADALUPE ST (2015882)
 W GUADALUPE ST (2019723)
 W GUADALUPE ST (2046167)
 W GUADALUPE ST (2046168)
 W GUADALUPE ST (3333815)"
LONG LINE,"206 W NORTH LOOP BLVD, AUSTIN, TX 78751",7/1/2020 13:51, W NORTH LOOP BLVD (2015412)
LONG LINE,  E DEAN KEETON ST from   WICHITA ST  to   <br />SAN JACINTO BLVD ,7/1/2020 13:58," E DEAN KEETON ST (2042898)
 E DEAN KEETON ST (2017261)"
LONG LINE,  PEARCE LN from   LAS ALAS TRL  to 13321  <br />PEARCE LN ,7/22/2020 10:52," PEARCE LN (3195110)
 PEARCE LN (2043982)
 PEARCE LN (2038255)
 PEARCE LN (2027407)"
LONG LINE,"2604 WEBBERVILLE RD, AUSTIN, TX 78702",7/22/2020 10:57, WEBBERVILLE RD (2019059)
LONG LINE,"S PLEASANT VALLEY RD & E WILLIAM CANNON DR, AUSTIN, TX",7/23/2020 12:03," E WILLIAM CANNON DR (2023606)
 E WILLIAM CANNON DR (3260926)
 E WILLIAM CANNON DR (3260929)
 E WILLIAM CANNON DR (3260927)
 E WILLIAM CANNON DR (3260930)
 E WILLIAM CANNON DR (3260939)
 E WILLIAM CANNON DR (3260936)
 E WILLIAM CANNON DR (3260940)
 E WILLIAM CANNON DR (3260937)
 E WILLIAM CANNON DR (2026487)
 E WILLIAM CANNON DR (2036564)
 E WILLIAM CANNON DR (2026486)
 E WILLIAM CANNON DR (2036565)
 E WILLIAM CANNON DR (2047175)
 E WILLIAM CANNON DR (2047174)
 E WILLIAM CANNON DR (2023583)
 E WILLIAM CANNON DR (2036550)
 E WILLIAM CANNON DR (2023584)
 E WILLIAM CANNON DR (2023596)
 E WILLIAM CANNON DR (2036551)
 E WILLIAM CANNON DR (2023599)
 E WILLIAM CANNON DR (2036553)
 E WILLIAM CANNON DR (2023601)
 E WILLIAM CANNON DR (2036554)
 E WILLIAM CANNON DR (2036552)"
LONG LINE,"SPRINGDALE RD & E US 290 HWY SVRD EB, AUSTIN, TX",7/23/2020 13:56," SPRINGDALE RD (5103748)
 SPRINGDALE RD (3195128)
 SPRINGDALE RD (3195129)"
LONG LINE,  RIVER ST from   RED RIVER ST  to   <br />EAST AVE ,7/27/2020 9:30, RIVER ST (2019370)
LONG LINE,"1007 W 3RD ST, AUSTIN, TX 78703",7/27/2020 10:01," W 3RD ST (2038565)
 WEBBERVILLE RD (2019059)"
LONG LINE,"1624 W 5TH ST, AUSTIN, TX 78703",7/27/2020 10:17,
LONG LINE,"1307 CHESTNUT AVE, AUSTIN, TX 78702",7/27/2020 11:52, CHESTNUT AVE (2018266)
LONG LINE,"413 ORCHARD ST, AUSTIN, TX 78703",7/27/2020 12:04,
LONG LINE,"917 SPRINGDALE RD, AUSTIN, TX 78702",7/27/2020 14:18, BOLM RD (2041220)
LONG LINE,"1205 W 6TH ST, AUSTIN, TX 78703",7/28/2020 9:34," W 6TH ST (2038584)
 W 6TH ST (2047061)
 W 6TH ST (2021029)
 W 6TH ST (2041112)
 W 6TH ST (2021006)
 W 6TH ST (2020996)
 W 6TH ST (2020989)
 W 6TH ST (2020982)
 W 6TH ST (2020968)
 W 6TH ST (2020961)
 W 6TH ST (2020955)
 W 6TH ST (2020948)
 W 6TH ST (2021802)
 W 6TH ST (2021803)
 W 6TH ST (2021804)"
LONG LINE,"LOST CREEK BLVD & S CAPITAL OF TEXAS HWY NB, AUSTIN, TX",7/28/2020 10:41," LOST CREEK BLVD (3428074)
 LOST CREEK BLVD (3428068)"
LONG LINE,"1100 LOST CREEK BLVD, AUSTIN, TX 78746",7/28/2020 10:44,
LONG LINE,  W 29TH ST from   RIO GRANDE ST  to   <br />FRUTH ST ,7/29/2020 10:21," W 29TH ST (2019787)
 W 29TH ST (2016959)
 W 29TH ST (2016925)
 W 29TH ST (2016897)
 W 29TH ST (2016885)
 W 29TH ST (2016868)
 W 29TH ST (2016856)"
LONG LINE,"401 W 29TH ST, AUSTIN, TX 78705",7/29/2020 10:28,
LONG LINE,  W 38TH ST from   TONKAWA TRL  to   <br />SHOAL CREEK BLVD ,7/29/2020 10:35, W 38TH ST (2016224)
LONG LINE,  SHOAL CREEK BLVD from   W 50TH ST  to   <br />W 48TH ST ,7/29/2020 13:45," SHOAL CREEK BLVD (2015272)
 SHOAL CREEK BLVD (2036066)
 SHOAL CREEK BLVD (2012310)"
LONG LINE,"2636 EXPOSITION BLVD, AUSTIN, TX 78703",7/30/2020 8:52,
LONG LINE,"102 BRUSHY ST, AUSTIN, TX 78702",7/30/2020 8:55, N IH 35 SVRD NB (2019180)
LONG LINE,1500 FAIRFIELD DR / 8500 CONTOUR DR,7/30/2020 10:17," CONTOUR DR (2039935)
 FAIRFIELD DR (2010858)"
LONG LINE,1600  W 38TH ST from   JEFFERSON ST  to   <br />SHOAL CREEK BLVD ,7/30/2020 10:21, W 38TH ST (2019870)
LONG LINE,"3600 S CONGRESS AVE, AUSTIN, TX 78704",7/30/2020 10:47,
LONG LINE,  SENDERA MESA DR from   W SLAUGHTER LN  to   <br />RAMIES RUN ,7/30/2020 11:22," SENDERA MESA DR (2026292)
 SENDERA MESA DR (2026293)"
LONG LINE,"604 W 29TH ST, AUSTIN, TX 78705",7/30/2020 11:26,
LONG LINE,"513 LIGHTSEY RD, AUSTIN, TX 78704",7/30/2020 12:24," LIGHTSEY RD (2041543)
 LIGHTSEY RD (2024085)"
LONG LINE,  DENSON DR from   AIRPORT BLVD  to   <br />HIGHLAND CAMPUS DR ,7/31/2020 11:05," DENSON DR (2040420)
 DENSON DR (5325502)"
LONG LINE,"2200 WEBBERVILLE RD, AUSTIN, TX 78702",8/3/2020 7:50," WEBBERVILLE RD (2019059)
 WEBBERVILLE RD (2019157)
 WEBBERVILLE RD (2019140)
 WEBBERVILLE RD (2019116)
 WEBBERVILLE RD (2019109)
 WEBBERVILLE RD (2019091)
 WEBBERVILLE RD (2019045)"
LONG LINE,"68 WALLER ST, AUSTIN, TX 78702",8/3/2020 8:46," WALLER ST (2019433)
 WALLER ST (2019315)
 WALLER ST (2019324)
 WALLER ST (2019367)
 WALLER ST (2041269)"
LONG LINE,"1138 LAWSON LN, AUSTIN, TX 78702",8/3/2020 9:08,
LONG LINE,"607 W MARY ST, AUSTIN, TX 78704",8/3/2020 10:12,-2023740
LONG LINE,"2000 W BEN WHITE BLVD SVRD WB, AUSTIN, TX 78704",8/3/2020 11:58,
LONG LINE,"2721 BARTON SKWY, AUSTIN, TX 78704",8/3/2020 12:10,-2041263
LONG LINE,"2984 BARTON SKWY, AUSTIN, TX 78746",8/3/2020 12:53, BARTON SKWY (2041235)
LONG LINE,6500<br />ROYAL APPROACH DR ,8/4/2020 8:54, ROYAL APPROACH DR (2040327)
LONG LINE,"1637 E RIVERSIDE DR, AUSTIN, TX 78741",8/4/2020 14:26," E RIVERSIDE DR (2041293)
 E RIVERSIDE DR (2022535)
 E RIVERSIDE DR (2041388)
 E RIVERSIDE DR (3272057)
 E RIVERSIDE DR (3272054)
 E RIVERSIDE DR (3272056)
 E RIVERSIDE DR (3272053)
 E RIVERSIDE DR (2041354)
 E RIVERSIDE DR (2022445)
 E RIVERSIDE DR (2022421)
 E RIVERSIDE DR (3188454)
 E RIVERSIDE DR (2022418)
 E RIVERSIDE DR (2022412)
 E RIVERSIDE DR (2022403)
 E RIVERSIDE DR (2022404)
 E RIVERSIDE DR (2022411)
 E RIVERSIDE DR (2041336)
 E RIVERSIDE DR (2041345)
 E RIVERSIDE DR (2036096)
 E RIVERSIDE DR (2019710)
 E RIVERSIDE DR (3188448)
 E RIVERSIDE DR (2019903)
 E RIVERSIDE DR (2041316)
 E RIVERSIDE DR (3188450)"
LONG LINE,"6701 S 1ST ST, AUSTIN, TX 78745",8/5/2020 12:21," S 1ST ST (2024921)
 S 1ST ST (2025395)
 S 1ST ST (2025331)
 S 1ST ST (2025239)
 S 1ST ST (2025149)
 S 1ST ST (2025060)"
LONG LINE,"4809 BOLM RD, AUSTIN, TX 78702",8/6/2020 9:38," BOLM RD (2019202)
 BOLM RD (2041220)
 BOLM RD (2019168)
 BOLM RD (2019188)"
LONG LINE,"500 W 6TH ST, AUSTIN, TX 78701",8/6/2020 10:00,
LONG LINE,"DAVIS LN & WEST GATE BLVD, AUSTIN, TX",8/6/2020 13:35," WEST GATE BLVD (3690930)
 WEST GATE BLVD (2034627)
 WEST GATE BLVD (3690934)
 WEST GATE BLVD (3690837)
 WEST GATE BLVD (3690932)
 WEST GATE BLVD (2041975)
 WEST GATE BLVD (3690915)
 WEST GATE BLVD (3690911)
 WEST GATE BLVD (3690913)
 WEST GATE BLVD (2026472)"
LONG LINE,"W 5TH ST & N LAMAR BLVD, AUSTIN, TX",8/7/2020 6:40, W 5TH ST (2021063)
LONG LINE,"411 CHICON ST, AUSTIN, TX 78702",8/7/2020 9:28," CHICON ST (2019149)
 CHICON ST (2041318)
 CHICON ST (2019686)
 CHICON ST (2019656)
 CHICON ST (2019602)
 CHICON ST (2019561)
 CHICON ST (2019518)
 CHICON ST (2019478)
 CHICON ST (2019430)
 CHICON ST (2019379)
 CHICON ST (2019317)
 CHICON ST (2019245)
 CHICON ST (2019280)
 CHICON ST (2041238)"
LONG LINE,"601 GUADALUPE ST, AUSTIN, TX 78701",8/7/2020 9:46,
LONG LINE,"3306 S 5TH ST, AUSTIN, TX 78704",8/7/2020 10:41,
LONG LINE,"1717 SOUTH LAKESHORE BLVD, AUSTIN, TX 78741",8/7/2020 10:47, SOUTH LAKESHORE BLVD (2022482)
LONG LINE,"DUVAL RD & WHISPERING VALLEY DR, AUSTIN, TX",8/7/2020 12:14,
LONG LINE,"1011 CONGRESS AVE, AUSTIN, TX 78701",8/10/2020 10:11, S CONGRESS AVE (2042946)
LONG LINE,8800<br />S CONGRESS AVE ,8/10/2020 12:12, S CONGRESS AVE (2037699)
LONG LINE,"BURNET RD & W 45TH ST, AUSTIN, TX",8/11/2020 12:35," BURNET RD (2015569)
 BURNET RD (2015587)
 BURNET RD (2015677)"
LONG LINE,"BULL CREEK RD & W 45TH ST, AUSTIN, TX",8/11/2020 12:54, W 45TH ST (2015278)
LONG LINE,"BARTON SPRINGS RD & S 1ST ST, AUSTIN, TX",8/11/2020 12:55,
LONG LINE,"401 W 6TH ST, AUSTIN, TX 78701",8/11/2020 12:58, W 6TH ST (2018659)
LONG LINE,"RIO GRANDE ST & W 6TH ST, AUSTIN, TX",8/11/2020 13:01,
LONG LINE,"411 CHICON ST, AUSTIN, TX 78702",8/11/2020 13:06,
LONG LINE,"S CONGRESS AVE & W BEN WHITE BLVD SVRD WB, AUSTIN, TX",8/11/2020 13:08,
LONG LINE,"E WILLIAM CANNON DR & S IH 35 SVRD NB, AUSTIN, TX",8/11/2020 13:13,
LONG LINE,"ROYAL APPROACH DR & BUNNY RUN, AUSTIN, TX",8/11/2020 13:18,
LONG LINE,"1007 W MARY ST, AUSTIN, TX 78704",8/11/2020 13:23,
LONG LINE,"1205 PARKWAY, AUSTIN, TX 78703",8/11/2020 13:32," PARKWAY (2018020)
 PARKWAY (2018114)"
LONG LINE,"WINSTED LN & ENFIELD RD, AUSTIN, TX",8/12/2020 12:37," WINSTED LN (2021681)
 WINSTED LN (2020595)
 WINSTED LN (2020621)
 WINSTED LN (2020643)"
